username,name,bio,created_at,account_age_days,followers,following,statuses_count,default_profile_image,verified,post_text,label
mariana_souza30,Bruno Alves,estudante de enfermagem,2020-06-25 12:00:00,2278,310,88,326,0,0,"terminei de ler o livro que a Rafael indicou, valeu a pena valeu quem ajudou (83)",0
igor_rocha,Bruno Rocha,estudante de enfermagem,2021-11-10 21:00:00,1774,184,194,148,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo,0
helena_alves44,Mariana Alves,analista de dados em Salvador,2014-10-21 10:00:00,4352,727,1083,667,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no fim deu certo (53)",0
bruno_souza,Bruno Silva,"pai do Theo, torcedor sofredor",2013-11-14 21:00:00,4692,372,337,1028,1,0,opiniao impopular: filme antigo e melhor que remake enfim (77),0
carla_silva30,Bruno Alves,estudante de enfermagem,2026-08-19 10:00:00,32,16,413,88,0,0,"obrigada pelas mensagens de aniversario, gente bora pra cima",0
paula_alves52,Igor Lima,corredora amadora | 42k,2025-04-14 01:00:00,524,3198,2902,196,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo",0
bruno_silva93,Mariana Lima,professora de historia,2013-04-04 12:00:00,4917,171,257,1436,0,0,"chuva forte aqui em Curitiba hoje, transito parado que dia",0
fernanda_lima,Lucas Rocha,"pai do Theo, torcedor sofredor",2025-07-20 06:00:00,427,260,310,517,0,0,"bom dia, cafe e mais um dia de trabalho por aqui amanha continuo (91)",0
paula_lima0,Eduardo Souza,professora de historia,2018-12-21 02:00:00,2830,108,59,375,0,0,recomendo muito esse restaurante novo no centro de Recife depois conto o resto,0
gustavo_alves20,Gustavo Souza,professora de historia,2015-05-13 20:00:00,4147,48,39,602,0,0,"treino feito, 6km hoje. devagar mas chegando que dia",0
juliana_silva52,Otavio Rocha,estudante de enfermagem,2015-10-06 18:00:00,4001,845,753,199,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio coisa de louco,0
mariana_rocha,Bruno Alves,corredora amadora | 42k,2014-05-05 03:00:00,4521,710,940,144,0,0,"chuva forte aqui em Goiania hoje, transito parado no fim deu certo (80)",0
bruno_silva41,Lucas Souza,corredora amadora | 42k,2022-01-07 03:00:00,1717,92,58,2824,0,0,"obrigada pelas mensagens de aniversario, gente no mais, tudo tranquilo",0
fernanda_souza,Carla Souza,corredora amadora | 42k,2022-06-13 08:00:00,1560,110,228,1124,1,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo",0
gustavo_souza,Gustavo Lima,estudante de enfermagem,2014-08-24 21:00:00,4409,235,263,4760,0,1,"chuva forte aqui em Recife hoje, transito parado enfim (6)",0
mariana_alves85,Mariana Lima,,2023-09-25 23:00:00,1090,876,759,477,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado amanha continuo",0
mariana_souza66,Carla Souza,fotografa e mae de dois,2017-03-24 12:00:00,3467,152,73,339,0,0,"terminei de ler o livro que a Helena indicou, valeu a pena que dia (16)",0
eduardo_souza,Carla Alves,estudante de enfermagem,2026-02-16 20:00:00,215,67,59,455,0,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo",0
mariana_souza,Helena Alves,estudante de enfermagem,2020-09-12 12:00:00,2199,533,1022,981,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://encurtador.com.br/7r35pe",0
igor_lima9,Helena Lima,corredora amadora | 42k,2024-08-02 08:00:00,779,1394,2338,474,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio depois conto o resto (12),0
ana_silva58,Gustavo Silva,estudante de enfermagem,2016-06-16 11:00:00,3748,387,236,2135,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no fim deu certo",0
otavio_lima,Igor Souza,"dev backend, cafe e gatos",2020-02-09 00:00:00,2415,260,399,532,0,0,"obrigada pelas mensagens de aniversario, gente coisa de louco (40)",0
otavio_souza,Mariana Lima,,2018-01-18 01:00:00,3167,432,162,768,0,0,"obrigada pelas mensagens de aniversario, gente enfim",0
juliana_rocha,Bruno Silva,,2021-06-10 03:00:00,1928,298,543,827,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio enfim,0
ana_rocha54,Fernanda Alves,musico nos fins de semana,2013-09-09 16:00:00,4758,408,799,173,0,0,"terminei de ler o livro que a Igor indicou, valeu a pena no fim deu certo",0
lucas_silva,Bruno Martins,professora de historia,2024-02-26 05:00:00,937,45,40,494,0,0,melhor serie do ano sem discussao ate semana que vem,1
otavio_lima,Eduardo Alves,musico nos fins de semana,2014-02-10 05:00:00,4605,65,96,1450,0,0,"chuva forte aqui em Goiania hoje, transito parado coisa de louco",0
lucas_lima,Diego Lima,corredora amadora | 42k,2025-06-16 09:00:00,461,35,26,31,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo no fim deu certo (49),0
helena_lima46,Fernanda Alves,estudante de enfermagem,2021-04-01 09:00:00,1998,224,148,2073,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo ate semana que vem,0
juliana_lima87,Otavio Lima,"pai do Theo, torcedor sofredor",2017-03-12 05:00:00,3479,1373,1424,233,0,0,"chuva forte aqui em Recife hoje, transito parado depois conto o resto",0
lucro3786472,Renda Extra 24h,link na bio https://bit.ly/wlec2d,2026-03-10 14:32:00,193,16,2796,8180,0,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://bit.ly/wlec2d",1
igor_silva,Carla Silva,"dev backend, cafe e gatos",2021-04-01 14:00:00,1997,441,851,322,0,0,"obrigada pelas mensagens de aniversario, gente bora pra cima",0
lucro4596663,Ganhe 1000,,2026-06-03 12:20:00,108,11,2293,2900,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://bit.ly/fsuiuj,1
rafael_silva79,Igor Silva,musico nos fins de semana,2024-02-13 18:00:00,949,203,225,53,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio que dia (50),0
bruno_silva51,Paula Lima,corredora amadora | 42k,2014-05-10 01:00:00,4516,93,167,434,0,0,"dica pra quem estuda seguranca: pratique em laboratorio proprio no mais, tudo tranquilo",0
rafael_souza46,Rafael Alves,professora de historia,2018-08-03 00:00:00,2970,307,611,804,0,0,"terminei de ler o livro que a Paula indicou, valeu a pena coisa de louco (96)",0
fernanda_lima,Helena Rocha,professora de historia,2024-03-03 06:00:00,931,61,24,147,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou (17),0
paula_silva,Mariana Lima,"dev backend, cafe e gatos",2023-09-29 01:00:00,1087,419,902,146,0,0,"treino feito, 6km hoje. devagar mas chegando (93)",0
rafael_lima,Fernanda Rocha,"dev backend, cafe e gatos",2026-08-19 03:00:00,32,2,401,118,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo,0
helena_souza80,Juliana Alves,"dev backend, cafe e gatos",2026-03-17 23:00:00,186,106,46,1288,0,0,"dica pra quem estuda seguranca: pratique em laboratorio proprio no mais, tudo tranquilo (51)",0
helena_lima,Carla Lima,fotografa e mae de dois,2026-08-13 06:00:00,38,7,411,91,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo bora pra cima,0
gustavo_lima,Lucas Silva,musico nos fins de semana,2018-02-07 08:00:00,3147,643,195,720,1,0,"chuva forte aqui em Porto Alegre hoje, transito parado amanha continuo",0
bruno_rocha71,Gustavo Silva,,2026-04-09 01:00:00,164,390,704,76,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre,0
fernanda_rocha61,Lucas Silva,fotografa e mae de dois,2021-11-02 07:00:00,1783,294,107,2793,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena coisa de louco (31)",0
paula_lima94,Igor Lima,fotografa e mae de dois,2024-02-10 10:00:00,953,1279,1065,100,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena amanha continuo (75)",0
fernanda_alves,Otavio Souza,musico nos fins de semana,2013-11-28 14:00:00,4678,56,17,412,0,0,"obrigada pelas mensagens de aniversario, gente coisa de louco (32)",0
bruno_souza51,Ana Rocha,analista de dados em Sao Paulo,2022-09-24 03:00:00,1457,1999,1695,792,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
carla_souza73,Diego Lima,estudante de enfermagem,2026-08-07 10:00:00,44,4,403,147,0,1,"obrigada pelas mensagens de aniversario, gente bora pra cima (38)",0
nara_souza,Carla Rocha,estudante de enfermagem,2026-07-31 11:00:00,51,6,407,137,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo enfim,0
ana_rocha53,Eduardo Alves,musico nos fins de semana,2020-03-11 19:00:00,2383,152,180,1200,0,0,"terminei de ler o livro que a Ana indicou, valeu a pena que dia (66)",0
otavio_silva67,Diego Silva,estudante de enfermagem,2026-09-10 11:00:00,10,12,421,27,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem (80),0
otavio_alves7,Lucas Souza,"pai do Theo, torcedor sofredor",2020-03-06 20:00:00,2388,1477,2150,284,0,0,opiniao impopular: filme antigo e melhor que remake que dia,0
fernanda_rocha34,Otavio Alves,fotografa e mae de dois,2026-09-03 07:00:00,17,9,411,93,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal que dia",0
diego_silva21,Juliana Silva,professora de historia,2015-10-14 07:00:00,3994,155,89,366,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto",0
diego_silva,Juliana Rocha,musico nos fins de semana,2021-04-30 16:00:00,1968,810,290,363,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo (71)",0
mariana_silva,Fernanda Lima,"dev backend, cafe e gatos",2017-04-11 00:00:00,3449,87,91,128,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
fernanda_silva6,Paula Souza,corredora amadora | 42k,2026-07-02 21:00:00,79,5,408,234,0,0,"obrigada pelas mensagens de aniversario, gente depois conto o resto",0
rafael_souza3,Paula Neves,musico nos fins de semana,2019-06-24 20:00:00,2644,751,1376,1263,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo",1
gustavo_lima96,Helena Silva,,2014-03-25 21:00:00,4561,94,88,965,0,0,opiniao impopular: filme antigo e melhor que remake ate semana que vem (61),0
ana_rocha59,Fernanda Martins,analista de dados em Sao Paulo,2023-02-26 17:00:00,1301,504,378,1158,0,0,"bom dia a todos, foco na meta da semana no mais, tudo tranquilo",1
otavio_lima,Helena Silva,fotografa e mae de dois,2026-05-13 13:00:00,129,175,207,702,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo que dia,0
ana_alves,Lucas Lima,analista de dados em Goiania,2014-11-24 11:00:00,4318,281,511,507,0,0,"bom dia, cafe e mais um dia de trabalho por aqui que dia (25)",0
lucas_lima93,Otavio Rocha,estudante de enfermagem,2025-12-02 09:00:00,292,485,634,105,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no fim deu certo (58)",0
diego_silva,Bruno Silva,fotografa e mae de dois,2026-07-20 03:00:00,62,43,418,156,0,0,"terminei de ler o livro que a Bruno indicou, valeu a pena no fim deu certo",0
igor_silva16,Paula Lima,professora de historia,2023-11-07 23:00:00,1047,123,140,1513,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo bora pra cima (57),0
bruno_silva25,Igor Lima,"dev backend, cafe e gatos",2019-02-08 12:00:00,2781,246,477,149,0,0,"treino feito, 6km hoje. devagar mas chegando amanha continuo (87)",0
eduardo_silva,Diego Rocha,"dev backend, cafe e gatos",2015-11-01 20:00:00,3975,27,57,759,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio que dia,0
gustavo_silva30,Fernanda Souza,analista de dados em Porto Alegre,2024-08-19 17:00:00,761,68,135,379,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo (58)",0
eduardo_souza50,Juliana Rocha,musico nos fins de semana,2026-08-02 10:00:00,49,3,402,145,0,0,opiniao impopular: filme antigo e melhor que remake enfim,0
diego_rocha,Juliana Lima,estudante de enfermagem,2026-05-02 10:00:00,141,224,72,511,0,0,"terminei de ler o livro que a Eduardo indicou, valeu a pena amanha continuo",0
juliana_rocha,Mariana Silva,corredora amadora | 42k,2013-03-22 11:00:00,4930,573,527,237,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado recomendo (78)",0
fernanda_souza44,Fernanda Rocha,"pai do Theo, torcedor sofredor",2016-06-20 15:00:00,3743,41,28,277,0,0,recomendo muito esse restaurante novo no centro de Goiania coisa de louco,0
lucas_rocha,Juliana Rocha,musico nos fins de semana,2017-03-11 16:00:00,3479,1099,1751,1000,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo (51)",0
bruno_silva52,Diego Prado,musico nos fins de semana,2022-11-06 09:00:00,1414,507,439,550,0,0,"concordo demais com esse ponto, precisa ser dito coisa de louco",1
igor_souza,Lucas Prado,musico nos fins de semana,2019-11-10 01:00:00,2506,284,391,3192,0,0,"bom dia a todos, foco na meta da semana",1
rafael_lima51,Mariana Lima,fotografa e mae de dois,2025-08-15 19:00:00,400,79,110,983,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal amanha continuo",0
rafael_alves93,Juliana Rocha,"pai do Theo, torcedor sofredor",2025-05-12 15:00:00,495,1366,1153,1833,0,0,"terminei de ler o livro que a Carla indicou, valeu a pena valeu quem ajudou (32)",0
rafael_alves30,Lucas Rocha,corredora amadora | 42k,2020-10-29 22:00:00,2151,125,273,1682,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal amanha continuo (54)",0
user2029104,Renda Extra 24h,,2026-06-03 15:58:00,108,9,1781,2981,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://cutt.ly/mct3o5",1
bruno_silva85,Nara Lima,fotografa e mae de dois,2019-04-18 13:00:00,2711,19,15,639,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre no fim deu certo,0
lucas_souza,Fernanda Rocha,"dev backend, cafe e gatos",2021-06-02 16:00:00,1935,84,94,2515,0,0,opiniao impopular: filme antigo e melhor que remake amanha continuo,0
carla_souza,Juliana Lima,"dev backend, cafe e gatos",2014-02-14 15:00:00,4600,2922,1292,565,0,0,"bom dia, cafe e mais um dia de trabalho por aqui coisa de louco (9)",0
rafael_alves49,Gustavo Rocha,analista de dados em Goiania,2025-08-06 04:00:00,410,123,61,683,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal que dia",0
juliana_lima94,Gustavo Souza,professora de historia,2024-10-20 12:00:00,700,87,64,108,0,0,"bom dia, cafe e mais um dia de trabalho por aqui valeu quem ajudou",0
fernanda_alves,Igor Souza,analista de dados em Sao Paulo,2018-05-14 15:00:00,3050,94,34,2665,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto",0
juliana_alves97,Helena Rocha,analista de dados em Belem,2017-06-03 10:00:00,3396,128,136,251,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://encurtador.com.br/g869d8",0
paula_rocha40,Eduardo Silva,"pai do Theo, torcedor sofredor",2023-08-03 21:00:00,1143,277,565,1500,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo bora pra cima,0
lucas_souza39,Juliana Rocha,musico nos fins de semana,2012-07-14 23:00:00,5180,55,16,130,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal valeu quem ajudou",0
gustavo_lima,Eduardo Lima,"dev backend, cafe e gatos",2013-04-13 09:00:00,4908,570,726,2174,0,0,recomendo muito esse restaurante novo no centro de Goiania coisa de louco,0
diego_alves,Rafael Lima,analista de dados em Sao Paulo,2019-01-12 04:00:00,2808,75,62,1022,0,0,opiniao impopular: filme antigo e melhor que remake,0
invest6056337,Promo 999,,2026-06-03 12:31:00,108,18,1984,2748,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://encurtador.com.br/n31xn8",1
promo2330317,Invest Bot,link na bio https://encurtador.com.br/57ewq4,2026-02-03 15:22:00,228,2,2767,9448,1,0,"GANHE DINHEIRO em casa!!! vagas limitadas, chama no direct agora https://encurtador.com.br/57ewq4",1
eduardo_souza84,Helena Rocha,estudante de enfermagem,2024-01-20 20:00:00,973,144,96,597,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou (40),0
mariana_souza,Juliana Rocha,,2021-02-16 11:00:00,2042,31,63,672,0,0,"treino feito, 6km hoje. devagar mas chegando enfim",0
nara_lima48,Fernanda Souza,fotografa e mae de dois,2017-02-24 09:00:00,3495,26,48,217,0,0,"obrigada pelas mensagens de aniversario, gente no fim deu certo",0
ana6100929,Renda Extra 24h,link na bio https://cutt.ly/jbejxn,2025-10-13 12:08:00,341,14,2363,3440,0,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://cutt.ly/jbejxn",1
fernanda_silva29,Bruno Alves,estudante de enfermagem,2022-01-09 05:00:00,1715,67,60,735,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo (38)",0
mariana_rocha,Paula Souza,"pai do Theo, torcedor sofredor",2014-09-25 10:00:00,4378,77,108,767,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo recomendo,0
carla_alves,Gustavo Silva,professora de historia,2026-01-08 04:00:00,255,2831,4423,1221,0,0,"obrigada pelas mensagens de aniversario, gente enfim",0
fernanda_souza,Mariana Souza,musico nos fins de semana,2019-10-30 22:00:00,2516,898,784,365,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
lucas_souza94,Nara Alves,analista de dados em Sao Paulo,2020-02-05 05:00:00,2419,189,404,870,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco (95),0
mariana_alves,Eduardo Souza,corredora amadora | 42k,2019-07-15 14:00:00,2623,441,224,125,0,0,"terminei de ler o livro que a Rafael indicou, valeu a pena enfim (42)",0
paula_alves,Gustavo Silva,corredora amadora | 42k,2023-09-12 14:00:00,1103,87,35,758,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no fim deu certo",0
eduardo_rocha,Mariana Alves,estudante de enfermagem,2021-06-01 14:00:00,1936,942,1581,284,0,0,"opiniao impopular: filme antigo e melhor que remake no mais, tudo tranquilo (18)",0
diego_silva61,Bruno Rocha,professora de historia,2015-01-16 16:00:00,4264,450,842,245,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no fim deu certo",0
user5610698,Promo 999,link na bio https://bit.ly/edinm8,2026-02-03 12:42:00,228,9,2306,4744,1,0,"GANHE DINHEIRO em casa!!! vagas limitadas, chama no direct agora https://bit.ly/edinm8",1
mariana_lima53,Carla Alves,analista de dados em Salvador,2016-07-12 18:00:00,3721,213,386,1681,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal recomendo (10)",0
gustavo_lima,Lucas Prado,professora de historia,2022-06-06 11:00:00,1567,120,166,1114,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo ate semana que vem,1
bruno_lima,Eduardo Souza,,2017-02-06 14:00:00,3512,139,288,25,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo (96),0
ana_rocha17,Eduardo Souza,fotografa e mae de dois,2014-08-02 21:00:00,4431,77,128,1022,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo (55)",0
carla_rocha,Fernanda Souza,"dev backend, cafe e gatos",2013-01-04 03:00:00,5007,118,188,1060,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal depois conto o resto",0
eduardo_silva3,Otavio Lima,musico nos fins de semana,2014-01-17 22:00:00,4628,168,125,867,0,0,"terminei de ler o livro que a Ana indicou, valeu a pena bora pra cima (7)",0
helena_silva12,Otavio Silva,professora de historia,2016-05-23 06:00:00,3772,197,78,724,0,0,"bom dia, cafe e mais um dia de trabalho por aqui coisa de louco (35)",0
diego_rocha,Rafael Silva,,2019-04-13 12:00:00,2717,1518,2754,648,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou,0
paula_lima,Lucas Rocha,"pai do Theo, torcedor sofredor",2023-10-19 05:00:00,1067,1983,3303,97,1,0,opiniao impopular: filme antigo e melhor que remake ate semana que vem,0
otavio_silva43,Rafael Souza,musico nos fins de semana,2022-05-21 05:00:00,1583,114,162,945,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena bora pra cima",0
nara_souza,Ana Alves,professora de historia,2018-06-09 07:00:00,3025,284,185,647,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo (90),0
invest477983,Ganhe 1000,,2026-07-18 14:10:00,63,8,3073,1565,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://bit.ly/kwwjin,1
lucas_lima26,Carla Alves,"pai do Theo, torcedor sofredor",2025-11-27 11:00:00,297,34,23,2094,0,0,"obrigada pelas mensagens de aniversario, gente enfim (40)",0
carla_lima17,Carla Rocha,professora de historia,2018-01-27 05:00:00,3158,387,535,39,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou,0
gustavo_rocha51,Juliana Souza,"pai do Theo, torcedor sofredor",2012-12-13 05:00:00,5029,29,63,314,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio no fim deu certo (68),0
mariana_souza,Igor Alves,musico nos fins de semana,2013-01-21 01:00:00,4990,150,324,542,0,0,"treino feito, 6km hoje. devagar mas chegando no fim deu certo",0
ana_lima45,Paula Alves,,2025-01-27 20:00:00,600,2377,1563,120,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
rafael_alves94,Carla Silva,,2013-12-10 20:00:00,4666,1425,2865,110,0,0,recomendo muito esse restaurante novo no centro de Curitiba (48),0
bruno_lima3,Nara Alves,musico nos fins de semana,2015-11-15 21:00:00,3961,525,405,1283,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo",0
lucas_souza36,Otavio Lima,fotografa e mae de dois,2026-08-05 03:00:00,46,11,414,140,0,0,recomendo muito esse restaurante novo no centro de Salvador enfim,0
rafael_alves62,Carla Silva,musico nos fins de semana,2017-10-15 23:00:00,3261,2325,1962,203,0,0,"opiniao impopular: filme antigo e melhor que remake no mais, tudo tranquilo (59)",0
helena_souza68,Paula Souza,analista de dados em Curitiba,2020-05-24 18:00:00,2309,1827,3134,198,0,0,opiniao impopular: filme antigo e melhor que remake enfim,0
ganhe2451026,Ganhe 1000,,2026-02-23 14:57:00,208,3,1937,11775,0,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://cutt.ly/fa6iju,1
bruno_rocha,Eduardo Souza,estudante de enfermagem,2016-10-17 11:00:00,3625,131,98,600,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima",0
ana_souza55,Diego Silva,,2020-03-18 18:00:00,2376,853,246,567,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal depois conto o resto (31)",0
helena_silva,Mariana Souza,estudante de enfermagem,2024-06-16 23:00:00,825,850,1222,347,0,0,recomendo muito esse restaurante novo no centro de Sao Paulo que dia (9),0
invest8296993,Renda Extra 24h,,2026-03-02 12:00:00,202,5,1458,6537,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://bit.ly/i7e9wa,1
paula_lima6,Bruno Souza,corredora amadora | 42k,2020-09-14 21:00:00,2196,2379,2773,437,0,0,"bom dia, cafe e mais um dia de trabalho por aqui coisa de louco (56)",0
juliana_rocha,Ana Rocha,analista de dados em Goiania,2019-01-30 15:00:00,2789,1252,779,1122,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena no fim deu certo",0
gustavo_souza95,Bruno Souza,,2019-02-07 00:00:00,2782,53,85,589,1,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
paula_rocha74,Carla Lima,"dev backend, cafe e gatos",2024-09-18 06:00:00,732,103,47,286,0,0,"obrigada pelas mensagens de aniversario, gente valeu quem ajudou",0
lucas_rocha,Lucas Lima,fotografa e mae de dois,2015-04-26 20:00:00,4164,173,189,1224,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio,0
rafael_alves,Lucas Lima,musico nos fins de semana,2021-01-10 20:00:00,2078,1257,2588,378,0,0,opiniao impopular: filme antigo e melhor que remake enfim (85),0
gustavo_alves17,Helena Rocha,,2015-10-24 15:00:00,3983,52,102,643,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo,0
gustavo_silva74,Fernanda Alves,analista de dados em Recife,2023-01-21 22:00:00,1337,400,314,1171,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
eduardo_alves,Rafael Silva,fotografa e mae de dois,2017-08-27 17:00:00,3310,79,52,2165,1,0,"dica pra quem estuda seguranca: pratique em laboratorio proprio no mais, tudo tranquilo (97)",0
helena_souza44,Helena Alves,estudante de enfermagem,2026-06-24 03:00:00,88,1,400,246,0,0,opiniao impopular: filme antigo e melhor que remake que dia (39),0
ana_souza,Gustavo Souza,musico nos fins de semana,2021-08-13 09:00:00,1864,30,32,279,0,0,recomendo muito esse restaurante novo no centro de Belem amanha continuo,0
ana3175891,Ganhe 1000,,2026-06-08 13:08:00,103,11,2287,2904,0,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://is.gd/6qci6n",1
gustavo_silva,Paula Rocha,corredora amadora | 42k,2015-09-14 19:00:00,4023,52,30,887,1,0,"obrigada pelas mensagens de aniversario, gente que dia",0
lucas_souza,Gustavo Lima,analista de dados em Salvador,2026-03-18 05:00:00,186,482,661,54,0,0,"terminei de ler o livro que a Ana indicou, valeu a pena no fim deu certo",0
juliana_souza40,Igor Silva,,2024-04-14 07:00:00,889,144,231,828,0,0,opiniao impopular: filme antigo e melhor que remake depois conto o resto,0
mariana_rocha27,Rafael Silva,,2013-11-18 11:00:00,4689,40,56,1079,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima",0
fernanda_alves65,Diego Silva,professora de historia,2025-06-14 09:00:00,463,594,977,1497,1,0,alguem ai assistiu o jogo de ontem? que segundo tempo ate semana que vem (46),0
helena_souza37,Helena Lima,analista de dados em Curitiba,2026-06-24 14:00:00,87,8,411,268,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo,0
otavio_lima,Mariana Souza,,2025-06-17 03:00:00,460,432,126,2531,0,0,"bom dia, cafe e mais um dia de trabalho por aqui amanha continuo",0
mariana_lima,Gustavo Souza,analista de dados em Porto Alegre,2021-01-14 06:00:00,2075,112,211,90,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio enfim,0
eduardo_lima40,Igor Silva,musico nos fins de semana,2015-11-06 08:00:00,3971,43,57,1304,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio,0
mariana_silva52,Rafael Silva,fotografa e mae de dois,2023-01-28 10:00:00,1331,226,470,246,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo (94),0
rafael_alves,Bruno Alves,"dev backend, cafe e gatos",2025-02-24 00:00:00,573,492,717,1440,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo enfim (56),0
promo8241399,Ana 7712,link na bio https://bit.ly/bqa1xf,2026-06-03 15:34:00,108,11,2159,1753,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://bit.ly/bqa1xf,1
otavio_rocha70,Rafael Alves,,2021-10-30 02:00:00,1786,34,69,834,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
promo6986271,Ganhe 1000,,2026-03-10 16:04:00,193,7,2532,6994,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://encurtador.com.br/g8ie6b",1
lucas_rocha44,Nara Lima,estudante de enfermagem,2018-02-24 09:00:00,3130,109,237,340,0,0,"chuva forte aqui em Salvador hoje, transito parado no fim deu certo (38)",0
bruno_souza,Ana Alves,,2026-08-25 13:00:00,25,10,411,49,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre no fim deu certo (74),0
igor_lima,Eduardo Rocha,estudante de enfermagem,2016-09-01 15:00:00,3670,197,269,129,0,0,"obrigada pelas mensagens de aniversario, gente no fim deu certo",0
